Platform,Account,Post ID,Post URL,Caption,Published At,Media Type,Likes,Comments,Media URL,Thumbnail URL
instagram,alta.dar,3655713454431992720_200951966,https://www.instagram.com/p/DK7tAScCPuQ/,"March in Oslo [15.06.25] in solidarity with all our Comrades worldwide that are in MarchtoGaza.
Thanks to everyone that showed up ( And then stayed ) when the rain hit us.

Special shoutout to all the brave souls that are a Part of this from Norway. 

The Illigal blockade of Humanitarian Aid must end now! 🔥✊🏼

Free Palestine now 🤍🕊",2025-06-15T19:17:05.000Z,carousel,1979,109,https://instagram.ftng4-1.fna.fbcdn.net/v/t51.75761-15/504411321_18513980935055967_4901650419292506502_n.webp?_nc_cat=105&ig_cache_key=MzY1NTcxMzQyOTA5ODQ0MjIxOQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTgwMC5zZHIuQzMifQ%3D%3D&_nc_ohc=VG1BxIEV8FsQ7kNvwFbmzwB&_nc_oc=Adqv1A87SlbpngYN18u4jrgPVk1-dfQhY6y9p7hnr_OrzYOkp24uZcdXanm3Brj-mNc&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-1.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af2Z_FPwXR81u_r6jn2hdlS5YedYuBgovvFg1dFa3iHL0A&oe=69E2AC60,https://instagram.ftng4-1.fna.fbcdn.net/v/t51.75761-15/504411321_18513980935055967_4901650419292506502_n.webp?_nc_cat=105&ig_cache_key=MzY1NTcxMzQyOTA5ODQ0MjIxOQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTgwMC5zZHIuQzMifQ%3D%3D&_nc_ohc=VG1BxIEV8FsQ7kNvwFbmzwB&_nc_oc=Adqv1A87SlbpngYN18u4jrgPVk1-dfQhY6y9p7hnr_OrzYOkp24uZcdXanm3Brj-mNc&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-1.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af2Z_FPwXR81u_r6jn2hdlS5YedYuBgovvFg1dFa3iHL0A&oe=69E2AC60
instagram,eyadalzaro,3655085297054795774_36116147692,https://www.instagram.com/p/DK5eLZStEf-/,"The temperature is getting higher every day!
@eyadalzaro",2025-06-14T22:29:03.000Z,image,64088,848,https://instagram.ftng4-2.fna.fbcdn.net/v/t51.75761-15/506061790_18057369017203693_4393684885908018484_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ig_cache_key=MzY1NTA4NTI5NzA1NDc5NTc3NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEzNjV4MTgyMC5zZHIuQzMifQ%3D%3D&_nc_ohc=E2RYVkMA5_YQ7kNvwGpQk4S&_nc_oc=AdocYoZB73NUt4NvKeC3mL45se8kyjI_LFzSGuoEp4uESbU5xkpLQs-u3GgzexUZtQI&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-2.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af1D21cxfS4HA4M_1yjBeEUvXpEKsZzXR86urW8DrSJfhQ&oe=69E2A2B3,https://instagram.ftng4-2.fna.fbcdn.net/v/t51.75761-15/506061790_18057369017203693_4393684885908018484_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ig_cache_key=MzY1NTA4NTI5NzA1NDc5NTc3NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEzNjV4MTgyMC5zZHIuQzMifQ%3D%3D&_nc_ohc=E2RYVkMA5_YQ7kNvwGpQk4S&_nc_oc=AdocYoZB73NUt4NvKeC3mL45se8kyjI_LFzSGuoEp4uESbU5xkpLQs-u3GgzexUZtQI&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-2.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af1D21cxfS4HA4M_1yjBeEUvXpEKsZzXR86urW8DrSJfhQ&oe=69E2A2B3
instagram,eyadalzaro,3653411162650184528_36116147692,https://www.instagram.com/p/DKzhhiINgtQ/,"Gaza bleeds, yet teaches us to stand. 🇵🇸✊ #sumud 

Via @in.visualart",2025-06-12T15:02:50.000Z,image,6853,131,https://instagram.ftng4-1.fna.fbcdn.net/v/t51.75761-15/504834817_18057153956203693_4534511528946905459_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=MzY1MzQxMTE2MjY1MDE4NDUyOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEzNTB4MTY4Ny5zZHIuQzMifQ%3D%3D&_nc_ohc=i6EQBdMdnYQQ7kNvwGlxRTK&_nc_oc=Ado-vNaagwAzBHDZpD_6M8X138JVxSPuIXilBEqvqoy3itZ0VGFr05Xgh3vDFcF3zzM&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-1.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af2Eul1PpwGXyZQTU0qKvSiaz56V8rlkkP3Ytg65g4gvgw&oe=69E2B704,https://instagram.ftng4-1.fna.fbcdn.net/v/t51.75761-15/504834817_18057153956203693_4534511528946905459_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=MzY1MzQxMTE2MjY1MDE4NDUyOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEzNTB4MTY4Ny5zZHIuQzMifQ%3D%3D&_nc_ohc=i6EQBdMdnYQQ7kNvwGlxRTK&_nc_oc=Ado-vNaagwAzBHDZpD_6M8X138JVxSPuIXilBEqvqoy3itZ0VGFr05Xgh3vDFcF3zzM&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-1.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af2Eul1PpwGXyZQTU0qKvSiaz56V8rlkkP3Ytg65g4gvgw&oe=69E2B704
instagram,ras_r4w,3650548356015733125_56603093724,https://www.instagram.com/p/DKpWmNrtDmF/,"GLOBALIZE THE INTIFADA ❤️‍🔥

Tens of thousands gathered in Stockholm showing the power of the people, June 6. 

📸 @ras_r4w",2025-06-08T16:14:57.000Z,carousel,3,36,https://instagram.ftng4-2.fna.fbcdn.net/v/t51.75761-15/504402722_17971964858885725_5226130038321524014_n.jpg?stp=dst-jpegr_e35_tt6&_nc_cat=110&ig_cache_key=MzY1MDU0ODMzMzUzNDI3NTM2NQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTc5OS5oZHIuQzMifQ%3D%3D&_nc_ohc=vctwuiU4MPgQ7kNvwFXUn4k&_nc_oc=AdrT6lOAe3QER3ct9Q0xoh9v25J-aeVzuNTz2JM2UtcaXZWs1CSbSmFkaQ2lu9UnZco&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-2.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af08B_eA488funs4yplRe1jw36szc0qlev9mxs9fiA9pIg&oe=69E29262,https://instagram.ftng4-2.fna.fbcdn.net/v/t51.75761-15/504402722_17971964858885725_5226130038321524014_n.jpg?stp=dst-jpegr_e35_tt6&_nc_cat=110&ig_cache_key=MzY1MDU0ODMzMzUzNDI3NTM2NQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTc5OS5oZHIuQzMifQ%3D%3D&_nc_ohc=vctwuiU4MPgQ7kNvwFXUn4k&_nc_oc=AdrT6lOAe3QER3ct9Q0xoh9v25J-aeVzuNTz2JM2UtcaXZWs1CSbSmFkaQ2lu9UnZco&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-2.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af08B_eA488funs4yplRe1jw36szc0qlev9mxs9fiA9pIg&oe=69E29262
instagram,eyadalzaro,3650422524614195421_36116147692,https://www.instagram.com/p/DKo5_IDtrjd/,"ALL EYES ON MADLEEN
No weapons only hope
Sailing for Gaza
Sailing for justice 🇵🇸🕊️🌊
@eyadalzaro 

#FreedomFlotilla #Gaza #AllEyesOnMadleen",2025-06-08T12:04:57.000Z,image,41507,425,https://instagram.ftng4-2.fna.fbcdn.net/v/t51.75761-15/504516473_18056766104203693_6811202571893840051_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ig_cache_key=MzY1MDQyMjUyNDYxNDE5NTQyMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEzNjV4MTgyMC5zZHIuQzMifQ%3D%3D&_nc_ohc=35bVlxnd_usQ7kNvwGs7e6H&_nc_oc=AdqlazCH7dz5EVAI7xMrPdWFFpz2d0RPkJIRdSH2QkL35-FtxxqeBEHd3YlALsgotUQ&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-2.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af2tL_-SQAz85BDg-0JCl1CdMXuv7M90sH7IRLKe6qjMdg&oe=69E297FF,https://instagram.ftng4-2.fna.fbcdn.net/v/t51.75761-15/504516473_18056766104203693_6811202571893840051_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ig_cache_key=MzY1MDQyMjUyNDYxNDE5NTQyMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEzNjV4MTgyMC5zZHIuQzMifQ%3D%3D&_nc_ohc=35bVlxnd_usQ7kNvwGs7e6H&_nc_oc=AdqlazCH7dz5EVAI7xMrPdWFFpz2d0RPkJIRdSH2QkL35-FtxxqeBEHd3YlALsgotUQ&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-2.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af2tL_-SQAz85BDg-0JCl1CdMXuv7M90sH7IRLKe6qjMdg&oe=69E297FF
instagram,eyadalzaro,3649725628077734899_36116147692,https://www.instagram.com/p/DKmbh8lNnvz/,"Sailing for justice ⛵❤️🇵🇸
Hope is stronger than any blockade.
We love you, Gaza 🌊✊🏽🕊️

This image was created using AI as a symbolic tribute to the courage of Gaza and the spirit of the Freedom Flotilla I created it with love and hope to honor those sailing for justice and to stand with every soul in Gaza who refuses to give up 🇵🇸❤️⛵
@eyadalzaro",2025-06-07T13:00:20.000Z,image,125175,1629,https://instagram.ftng4-1.fna.fbcdn.net/v/t51.75761-15/504258397_18056671367203693_8215602071071621561_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=MzY0OTcyNTYyODA3NzczNDg5OQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEzNjV4MTgyMC5zZHIuQzMifQ%3D%3D&_nc_ohc=v_DpFroBYTMQ7kNvwGZde4e&_nc_oc=AdpnsYSq77XwRZ4YuSezgxtuOFRpP9dHPEbVOY-N69-vF_WzIpylByg78BUmlib-D4U&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-1.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af0yKRamwEL8I6-C8TQiNw_sA-cPWmHdxGKDei9GM-P23w&oe=69E2BF2F,https://instagram.ftng4-1.fna.fbcdn.net/v/t51.75761-15/504258397_18056671367203693_8215602071071621561_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=MzY0OTcyNTYyODA3NzczNDg5OQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEzNjV4MTgyMC5zZHIuQzMifQ%3D%3D&_nc_ohc=v_DpFroBYTMQ7kNvwGZde4e&_nc_oc=AdpnsYSq77XwRZ4YuSezgxtuOFRpP9dHPEbVOY-N69-vF_WzIpylByg78BUmlib-D4U&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-1.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af0yKRamwEL8I6-C8TQiNw_sA-cPWmHdxGKDei9GM-P23w&oe=69E2BF2F
instagram,eyadalzaro,3648729167637895921_36116147692,https://www.instagram.com/p/DKi49ieqdrx/,"Eid Mubarak to everyone around the world 🕌🌙
may your heart be filled with peace and strength 🇵🇸🕊️💛
عيد مبارك لكل الاحباب في كل مكان 🌙🕌
تقبل الله طاعتكم ونصركم 🇵🇸🕊️

@eyadalzaro",2025-06-06T04:00:00.000Z,image,11118,120,https://instagram.ftng4-2.fna.fbcdn.net/v/t51.75761-15/503301378_18056520338203693_5273408408355886366_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ig_cache_key=MzY0ODcyOTE2NzYzNzg5NTkyMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTQ0MC5zZHIuQzMifQ%3D%3D&_nc_ohc=l-0ahNoruAAQ7kNvwF995MX&_nc_oc=AdoenlI5ZjxBp7u1T0eOx7RvzShztr8vt-An9a8hNgmO9PvDMVivoGYLajSpV_zEkik&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-2.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af277DlRg4vIV07ftReW70n8jKwGHrBkyS71rRE3ivgubA&oe=69E2B650,https://instagram.ftng4-2.fna.fbcdn.net/v/t51.75761-15/503301378_18056520338203693_5273408408355886366_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ig_cache_key=MzY0ODcyOTE2NzYzNzg5NTkyMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTQ0MC5zZHIuQzMifQ%3D%3D&_nc_ohc=l-0ahNoruAAQ7kNvwF995MX&_nc_oc=AdoenlI5ZjxBp7u1T0eOx7RvzShztr8vt-An9a8hNgmO9PvDMVivoGYLajSpV_zEkik&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-2.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af277DlRg4vIV07ftReW70n8jKwGHrBkyS71rRE3ivgubA&oe=69E2B650
instagram,alta.dar,3648177399780727655_200951966,https://www.instagram.com/p/DKg7gQnidtn/,"For en stemning det var når vi stod på Eidsvollsplass 🤍

Takk til alle fantastiske appelanter.
@kirstibergsto for @svparti 
@bmoxnes for @stemroedt 
@raymond.johansen for @norskfolkehjelp 
@astrisjoner for @amnesty_norge 
@degronne 

Og for en stemning det ble når ingen av forslagene om å deinvestere oljefondet vårt ut av ulovlig okkupasjon ble vedtatt av stortinget. 
@arbeiderpartiet klarte faktisk å stemme imot på alt.

8 av 10 Nordmenn ønsker seg ut, men Stortinget nektet oss igår dette, mens vi stod der og skrek for full hals.

For en stemning det har blitt.",2025-06-05T09:44:17.000Z,carousel,3214,74,https://instagram.ftng4-2.fna.fbcdn.net/v/t51.75761-15/504383583_18511823194055967_2536197284666426500_n.webp?_nc_cat=111&ig_cache_key=MzY0ODE3NzM3NzYwOTY1NzMyNw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTgwMC5zZHIuQzMifQ%3D%3D&_nc_ohc=RrKyAdoqWVoQ7kNvwGWCpmz&_nc_oc=AdoKx_MYzzQ_gAj_x7i7naCK_JEOBYObRckzG-gUIKb3COgWzcGtKoG_TR8UawOMRFo&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-2.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af2O34jqrvVJx5nGWhwmlcq28zMkxKBNPFqxJkRzJa2xvA&oe=69E2AC06,https://instagram.ftng4-2.fna.fbcdn.net/v/t51.75761-15/504383583_18511823194055967_2536197284666426500_n.webp?_nc_cat=111&ig_cache_key=MzY0ODE3NzM3NzYwOTY1NzMyNw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTgwMC5zZHIuQzMifQ%3D%3D&_nc_ohc=RrKyAdoqWVoQ7kNvwGWCpmz&_nc_oc=AdoKx_MYzzQ_gAj_x7i7naCK_JEOBYObRckzG-gUIKb3COgWzcGtKoG_TR8UawOMRFo&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-2.fna&_nc_gid=enVRXvRcMaPF_kWyOfhGmA&_nc_ss=7a32e&oh=00_Af2O34jqrvVJx5nGWhwmlcq28zMkxKBNPFqxJkRzJa2xvA&oe=69E2AC06
instagram,eyadalzaro,3641917542134741791_36116147692,https://www.instagram.com/p/DKKsLV4NHsf/,"Unforgettable moments of unity for Palestine in Oslo
📍Oslo 🇳🇴 | 🇵🇸❤️
@eyadalzaro 📸",2025-05-27T18:27:04.000Z,carousel,1909,52,https://instagram.ftng4-1.fna.fbcdn.net/v/t51.75761-15/502036150_18055647866203693_776038427728249876_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ig_cache_key=MzY0MTkxNzUzMDc1MTYwNDAxMg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTUxMi5zZHIuQzMifQ%3D%3D&_nc_ohc=PrAfhRc2cvgQ7kNvwHL1g-p&_nc_oc=AdpVUKS5M_l_z0VnOaNGMLZir5yS2NTq97LjKP3-sA3GBf42yVCvMzc5swPMMOHrqP4&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-1.fna&_nc_gid=noV-y1gSs-j4EXYpPEGPpA&_nc_ss=7a32e&oh=00_Af14Lx_5MSfRaNpyZeLElF8krX0o0o9wiEqnvcY_ctscZg&oe=69E2BF20,https://instagram.ftng4-1.fna.fbcdn.net/v/t51.75761-15/502036150_18055647866203693_776038427728249876_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ig_cache_key=MzY0MTkxNzUzMDc1MTYwNDAxMg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTUxMi5zZHIuQzMifQ%3D%3D&_nc_ohc=PrAfhRc2cvgQ7kNvwHL1g-p&_nc_oc=AdpVUKS5M_l_z0VnOaNGMLZir5yS2NTq97LjKP3-sA3GBf42yVCvMzc5swPMMOHrqP4&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-1.fna&_nc_gid=noV-y1gSs-j4EXYpPEGPpA&_nc_ss=7a32e&oh=00_Af14Lx_5MSfRaNpyZeLElF8krX0o0o9wiEqnvcY_ctscZg&oe=69E2BF20
instagram,eyadalzaro,3640686283986815048_36116147692,https://www.instagram.com/p/DKGUOLXq8hI/,"I’m Palestinian and I stand with Gaza💔 with all my heart and every beat cries for justice🇵🇸

Free 🇵🇸❤️‍🩹
@eyadalzaro",2025-05-26T01:40:47.000Z,image,22364,593,https://instagram.ftng4-1.fna.fbcdn.net/v/t51.75761-15/500445579_18055476704203693_6683457587648890370_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ig_cache_key=MzY0MDY4NjI4Mzk4NjgxNTA0OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEwMjR4MTAyNC5zZHIuQzMifQ%3D%3D&_nc_ohc=1PAbb_MEkI4Q7kNvwG8czAC&_nc_oc=Adp43PnoZdIuoGBH6HIX9sHkh-JdD4e1XDnPAjy0jXuXOJOnsyKP-KZqjO0EwYOk8Is&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-1.fna&_nc_gid=noV-y1gSs-j4EXYpPEGPpA&_nc_ss=7a32e&oh=00_Af0GQVCTTpWK8vCdRj0zIgZcgb1BUhT_uei21cOIwbPoHg&oe=69E2B19B,https://instagram.ftng4-1.fna.fbcdn.net/v/t51.75761-15/500445579_18055476704203693_6683457587648890370_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ig_cache_key=MzY0MDY4NjI4Mzk4NjgxNTA0OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEwMjR4MTAyNC5zZHIuQzMifQ%3D%3D&_nc_ohc=1PAbb_MEkI4Q7kNvwG8czAC&_nc_oc=Adp43PnoZdIuoGBH6HIX9sHkh-JdD4e1XDnPAjy0jXuXOJOnsyKP-KZqjO0EwYOk8Is&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-1.fna&_nc_gid=noV-y1gSs-j4EXYpPEGPpA&_nc_ss=7a32e&oh=00_Af0GQVCTTpWK8vCdRj0zIgZcgb1BUhT_uei21cOIwbPoHg&oe=69E2B19B
instagram,eyadalzaro,3637310822263686319_36116147692,https://www.instagram.com/p/DJ6UuvqtgSv/,"From the heart of Norway, through my lens @eyadalzaro 📸
Your voices raised in peace, your fingers formed in victory,
Your eyes carry the pain of Gaza’s children, And your hearts speak hope and humanity.
This is not just solidarity it’s a movement of conscience ✌🏾

أصواتكم ترتفع بسلام، وأصابعكم ترسم النصر،
وعيونكم تتحدث عن أطفال غزة،
وقلوبكم تنبض بالأمل والإنسانية.
ليست مجرد مظاهرة، بل حركة ضمير

@visitvestbredden ❤️
@palestinakomiteeninorge ❤️
@aksjonsgruppa.for.palestina ❤️",2025-05-21T09:54:20.000Z,carousel,2300,53,https://instagram.ftng4-1.fna.fbcdn.net/v/t51.75761-15/500066644_18055013960203693_4382826897940422435_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=MzYzNzMxMDgwOTExMDM4NTM2OQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTc5OS5zZHIuQzMifQ%3D%3D&_nc_ohc=lV654rhs7XQQ7kNvwG3qV_F&_nc_oc=Adog7je9tkOk9bf23OvzyE7QxTN2r5CgHA7Xw1L0zoWk-cPlnZU_vUDvIda6Zt7Ieo0&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-1.fna&_nc_gid=noV-y1gSs-j4EXYpPEGPpA&_nc_ss=7a32e&oh=00_Af0HXcv1zByGhTMkf7EOlcmi6hNjqVVDR8vvTTK8Cs9URw&oe=69E29A8D,https://instagram.ftng4-1.fna.fbcdn.net/v/t51.75761-15/500066644_18055013960203693_4382826897940422435_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=MzYzNzMxMDgwOTExMDM4NTM2OQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTc5OS5zZHIuQzMifQ%3D%3D&_nc_ohc=lV654rhs7XQQ7kNvwG3qV_F&_nc_oc=Adog7je9tkOk9bf23OvzyE7QxTN2r5CgHA7Xw1L0zoWk-cPlnZU_vUDvIda6Zt7Ieo0&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-1.fna&_nc_gid=noV-y1gSs-j4EXYpPEGPpA&_nc_ss=7a32e&oh=00_Af0HXcv1zByGhTMkf7EOlcmi6hNjqVVDR8vvTTK8Cs9URw&oe=69E29A8D
instagram,ras_r4w,3635582165276214064_56603093724,https://www.instagram.com/p/DJ0LreZCMMw/,"The Nakba never ended, the colonizer lied. 

Nakba 77, Berlin May 15th. 

This year marks 77 years of the ongoing Nakba. 77 years of displacement, torture and murder. 77 years of unwavering resistance. 77 years of the rest of the world failing the Palestinian people.
‏
من المية للمية فلسطين عربية

📸 @ras_r4w 

#nakba77",2025-05-19T00:39:48.000Z,carousel,3,13,https://instagram.ftng4-2.fna.fbcdn.net/v/t51.75761-15/499984047_17969581526885725_170533238140040594_n.jpg?stp=dst-jpegr_e35_tt6&_nc_cat=110&ig_cache_key=MzYzNTU4MjEzNDgwMDM1OTczMg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTc5OS5oZHIuQzMifQ%3D%3D&_nc_ohc=c1Xw4dYT4F0Q7kNvwG1aabw&_nc_oc=Adrgw0hNGnSWQEzvZ6tTORM-dLt89omPjgsOgfnK3Dqn8ukqiE-CD7rv06Vzqnvj1VA&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-2.fna&_nc_gid=noV-y1gSs-j4EXYpPEGPpA&_nc_ss=7a32e&oh=00_Af2fsQqwdmh9A-HyG1urC9cKIeG82N8Aj6oXTXXoJaFl6w&oe=69E2BCFF,https://instagram.ftng4-2.fna.fbcdn.net/v/t51.75761-15/499984047_17969581526885725_170533238140040594_n.jpg?stp=dst-jpegr_e35_tt6&_nc_cat=110&ig_cache_key=MzYzNTU4MjEzNDgwMDM1OTczMg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTc5OS5oZHIuQzMifQ%3D%3D&_nc_ohc=c1Xw4dYT4F0Q7kNvwG1aabw&_nc_oc=Adrgw0hNGnSWQEzvZ6tTORM-dLt89omPjgsOgfnK3Dqn8ukqiE-CD7rv06Vzqnvj1VA&_nc_ad=z-m&_nc_cid=1404&_nc_zt=23&_nc_ht=instagram.ftng4-2.fna&_nc_gid=noV-y1gSs-j4EXYpPEGPpA&_nc_ss=7a32e&oh=00_Af2fsQqwdmh9A-HyG1urC9cKIeG82N8Aj6oXTXXoJaFl6w&oe=69E2BCFF
